Date,Open,High,Low,Close,Adj Close,Volume
2001-01-01,16.949699,17.3713,16.6814,17.064698999999997,6.098432,5809250
2001-01-02,17.055099,18.0133,17.0455,17.965401,6.420316000000001,10470175
2001-01-03,18.0133,19.833799,18.0133,19.4792,6.961307000000001,36091475
2001-01-04,19.536699,20.657801,18.7798,20.1691,7.207855,41068817
2001-01-05,20.312799,20.552401,19.651699,19.8433,7.091424000000001,30784984
2001-01-08,19.7379,20.1021,18.981001000000003,19.402599,6.933928999999999,12693599
2001-01-09,19.507998999999998,19.9104,18.875601,18.981001000000003,6.783263000000001,13680696
2001-01-10,18.990601,19.163099,17.4671,17.946199,6.413455,21037569
2001-01-11,17.946199,18.2241,17.7258,17.965401,6.420316000000001,10890197
2001-01-12,18.061199,18.195299,17.3426,17.6108,6.293593,11189711
2001-01-15,17.448,17.448,16.959298999999998,17.1222,6.118981,5205787
2001-01-16,17.2276,17.668301,17.0168,17.2659,6.170335,11787528
2001-01-17,17.3426,17.505501000000002,16.393998999999997,16.691,5.964883,10162693
2001-01-18,16.748501,17.4767,16.5952,17.419201,6.225121,9190422
2001-01-19,17.514999,17.8025,17.285101,17.495898999999998,6.25253,8044561
2001-01-22,17.629998999999998,18.4923,17.4767,18.310301000000003,6.543574,12603713
2001-01-23,18.310301000000003,18.5882,18.0804,18.166598999999998,6.49222,6260905
2001-01-24,18.386999,18.521099,17.850401,18.271998999999997,6.529887,6563639
2001-01-25,18.3965,18.3965,17.840799,17.965401,6.420316000000001,5303240
2001-01-29,17.8216,18.3486,17.179701,18.204901,6.5059059999999995,7809416
2001-01-30,18.3582,18.7798,18.1474,18.271998999999997,6.529887,9963905
2001-01-31,18.3582,18.684,17.773701000000003,18.0037,6.434003,13928261
2001-02-01,17.860001,17.860001,17.1509,17.3521,6.2011400000000005,9085073
2001-02-02,17.294701,17.5725,17.208401000000002,17.304199,6.184022,5896590
2001-02-05,17.333,18.6936,17.2563,18.549801000000002,6.629164,21206796
2001-02-06,18.760599,20.0254,18.760599,19.651699,7.022952,21873198
2001-02-07,20.3895,20.868601,19.939199,20.082898999999998,7.177049,33101707
2001-02-08,19.9296,20.5907,19.5942,20.293699,7.252382000000001,19158109
2001-02-09,20.3608,20.676901,19.651699,20.1595,7.204425,24830189
2001-02-12,20.447001,20.447001,18.5977,18.9618,6.776401,17359623
2001-02-13,19.1056,19.335501,18.415701000000002,18.8277,6.728476,15614093
2001-02-14,18.7798,19.507998999999998,18.6936,19.268499,6.886006,16059466
2001-02-15,19.431299,20.2554,19.431299,20.0254,7.156502000000001,25685700
2001-02-16,20.0637,21.5105,20.0637,20.791901,7.430427000000001,58092351
2001-02-19,21.0506,21.788401,20.7153,21.4818,7.676976,25882589
2001-02-20,21.462601,21.778799,20.897301000000002,21.002701000000002,7.50576,21081852
2001-02-21,21.271,21.271,20.1404,20.2841,7.2489539999999995,13408532
2001-02-22,20.1404,20.648198999999998,19.546301,19.7092,7.043500999999999,11514215
2001-02-23,19.833799,20.3895,18.1378,18.204901,6.5059059999999995,23018276
2001-02-26,18.204901,19.0481,17.745001000000002,18.731899,6.694241000000001,17855379
2001-02-27,18.8948,19.4984,18.1283,18.8277,6.728476,20000376
2001-02-28,19.0481,20.3416,18.4923,19.7188,7.0469289999999996,33071978
2001-03-01,20.312799,21.041,19.546301,20.3512,7.272932000000001,25505368
2001-03-02,20.7344,20.887698999999998,18.1283,18.3582,6.560691,18662307
2001-03-05,18.4923,18.770201,17.4576,17.629998999999998,6.300453,15493142
2001-03-07,18.089899,18.3965,16.959298999999998,17.668301,6.314141,7240034
2001-03-08,17.8216,18.1091,17.5725,17.6875,6.321003,5875210
2001-03-09,17.4384,17.4384,14.861,15.043,5.375935,13395538
2001-03-12,15.3017,15.4263,14.104,14.2669,5.098578,6797745
2001-03-13,14.0082,14.2286,12.1206,12.9255,4.619201,9601838
2001-03-14,13.2225,14.6597,13.0309,14.2861,5.105441000000001,5483232
2001-03-15,14.0849,14.7556,13.6537,14.5735,5.208149,4702699
2001-03-16,14.3723,15.2538,13.6633,13.9986,5.002696,6179885
2001-03-19,14.1807,14.4585,13.9124,14.3435,5.125954,3604085
2001-03-20,14.4681,14.5639,13.8549,14.0178,5.009558,4175507
2001-03-21,14.0082,14.2286,13.7112,14.1711,5.064342,2634652
2001-03-22,14.0849,14.3723,13.4141,13.5291,4.83491,2800560
