Date,Open,High,Low,Close,Adj Close,Volume
2001-01-01,53.105499,53.675701000000004,52.949402,53.378899,24.400341,19259768
2001-01-02,53.160198,56.0732,53.1446,55.3391,25.296381,42408935
2001-01-03,55.448399,56.4949,55.136101000000004,56.237202,25.706913,56622894
2001-01-04,56.088799,57.307097999999996,55.635899,55.885799,25.546288,38303310
2001-01-05,55.682701,57.2915,55.682701,56.901001,26.010348999999998,47762434
2001-01-08,56.6199,57.393002,55.7999,56.260601,25.717613,43809518
2001-01-09,56.1357,56.510601,55.776501,55.909199,25.556982,28898145
2001-01-10,56.002899,56.455898,54.534698,54.932999,25.110744,30288075
2001-01-11,55.057999,55.807701,54.8237,55.573399,25.403484,26062495
2001-01-12,55.752998,55.9795,55.292301,55.378201000000004,25.314251000000002,15382099
2001-01-15,55.300098,55.682701,54.9799,55.534401,25.385658,12662422
2001-01-16,55.534401,57.853802,55.534401,57.541401,26.303086999999998,66565728
2001-01-17,57.9632,58.017799,56.424599,56.549599,25.849718,26660724
2001-01-18,56.698002,57.244701,56.4403,56.971298,26.042488,17480006
2001-01-19,57.026001,58.384899,57.026001,57.650799,26.353096,42024160
2001-01-22,57.635101,58.712897999999996,57.494597999999996,58.494202,26.738628000000002,48578553
2001-01-23,58.533198999999996,60.017101000000004,58.533198999999996,59.611,27.249136,52973026
2001-01-24,60.040501,60.056098999999996,59.118999,59.407902,27.156298,34963873
2001-01-25,59.587601,59.899899,58.830002,59.618801,27.252699,28745014
2001-01-29,59.353297999999995,59.353297999999995,56.385601,58.986198,26.963524,32487113
2001-01-30,59.126801,61.0714,59.126801,60.8605,27.820296999999997,67309718
2001-01-31,63.258099,63.258099,59.509399,60.0718,27.459774,37774854
2001-02-01,59.899899,60.696498999999996,58.2131,60.3139,27.570435999999997,81576106
2001-02-02,60.056098999999996,61.8367,59.9702,61.618099,28.166609,64849995
2001-02-05,61.399399,62.555199,60.954201,62.344299,28.498568,68314598
2001-02-06,62.4771,62.867599,61.891399,62.1413,28.405777,38725820
2001-02-07,61.797699,62.156898,61.2276,61.453998999999996,28.0916,23285818
2001-02-08,61.1026,62.0788,60.993301,61.844501,28.270103000000002,30624927
2001-02-09,62.008499,62.789501,61.578998999999996,62.305302000000005,28.48074,44624594
