Date,Open,High,Low,Close,Adj Close,Volume
2001-01-01,178.28100600000002,181.246994,173.75,174.800003,35.509331,29990624
2001-01-02,175.03100600000002,179.061996,171.875,177.526993,36.063297,34383936
2001-01-03,175.0,176.561996,171.365997,175.44700600000002,35.640766,32062976
2001-01-04,175.938004,193.438004,175.938004,190.667007,38.732597,35596480
2001-01-05,190.59399399999998,199.96899399999998,189.311996,199.419006,40.510498,33970944
2001-01-08,197.25,198.28100600000002,185.34399399999998,187.020004,37.991734,38114752
2001-01-09,185.5,189.84399399999998,182.380997,185.246994,37.631557,32436512
2001-01-10,187.503006,188.397003,176.005005,177.065994,35.969654,45775168
2001-01-11,177.34399399999998,179.375,172.59399399999998,173.386002,35.222091999999996,34221280
2001-01-12,173.75,182.811996,173.507996,181.270004,36.823665999999996,46041792
2001-01-15,182.03100600000002,194.207993,181.875,192.792007,39.164284,51422976
2001-01-16,193.434006,194.96899399999998,188.628006,190.569,38.712688,20610912
2001-01-17,198.438004,198.71899399999998,194.069,196.807999,39.980103,25607264
2001-01-18,197.65600600000002,202.65600600000002,197.65600600000002,200.94700600000002,40.820908,21637248
2001-01-19,201.5,212.33299300000002,201.5,210.936005,42.850094,28044768
2001-01-22,212.34399399999998,216.40600600000002,211.0,213.643997,43.4002,23352288
2001-01-23,211.90800499999997,212.809006,208.753006,211.126999,42.888892999999996,16408640
2001-01-24,212.188004,214.061996,210.03399700000003,213.39700299999998,43.350037,20351584
2001-01-25,212.53300499999997,213.746994,207.82299799999998,212.097,43.085941,15170784
2001-01-29,210.96899399999998,210.96899399999998,202.03100600000002,207.369995,42.125690000000006,16419904
2001-01-30,208.438004,216.86599700000002,208.438004,215.268997,43.73032,16417696
2001-01-31,214.136002,215.53100600000002,211.311996,212.272995,43.121693,16472576
2001-02-01,211.28100600000002,211.90600600000002,207.195007,210.981003,42.859221999999995,16496224
2001-02-02,210.188004,215.938004,210.173004,214.488998,43.571869,18466944
2001-02-05,213.59399399999998,213.59399399999998,207.53100600000002,208.274994,42.309525,13638240
2001-02-06,207.882996,210.311996,207.53100600000002,208.580002,42.371497999999995,10717888
2001-02-07,210.0,210.0,201.876999,203.01400800000002,41.240798999999996,17902944
2001-02-08,201.71899399999998,204.96899399999998,198.470001,204.242004,41.490253,17229120
2001-02-09,203.438004,204.438004,200.001999,200.789001,40.788799,13530752
2001-02-12,200.061996,200.061996,196.40600600000002,199.03100600000002,40.431683,13642112
2001-02-13,199.688004,203.438004,197.880997,199.17799399999998,40.461552000000005,14663840
2001-02-14,197.983994,200.0,196.955002,199.011002,40.427624,10725888
2001-02-15,198.477997,203.740997,198.438004,202.988007,41.235523,14954720
2001-02-16,203.84399399999998,204.438004,195.0,196.705002,39.959179,20103328
2001-02-19,195.0,198.188004,192.705994,196.757996,39.96994,15168352
2001-02-20,197.03100600000002,197.96899399999998,194.875,195.67700200000002,39.750347,11522848
2001-02-21,193.75,193.75,183.125,184.666,37.513542,32655168
2001-02-22,184.061996,184.061996,173.59399399999998,181.05299399999998,36.779583,27243456
2001-02-23,180.625,182.438004,174.703003,175.705994,35.693378,23496000
2001-02-26,176.25,181.21899399999998,175.311996,178.867004,36.335522,20201088
2001-02-27,178.65600600000002,181.21899399999998,173.009003,176.085999,35.770584,25431040
2001-02-28,175.787994,198.438004,173.59399399999998,195.05200200000002,39.623371,38947584
2001-03-01,195.311996,195.311996,173.125,176.962006,35.948528,31682656
2001-03-02,179.688004,184.21899399999998,153.28100600000002,155.009003,31.488934000000004,37414784
2001-03-05,153.16099499999999,156.09399399999998,144.061996,149.820007,30.434841,40641408
2001-03-07,156.522003,163.125,151.78100600000002,162.26400800000002,32.962746,34168896
2001-03-08,163.90600600000002,165.938004,156.71899399999998,160.350006,32.573917,18036544
2001-03-09,157.5,157.5,147.522003,153.434006,31.168986999999998,15593184
2001-03-12,151.561996,152.688004,136.880997,139.082993,28.253695,14347872
2001-03-13,135.96899399999998,146.84399399999998,117.66100300000001,131.005005,26.612701,21870016
2001-03-14,134.688004,149.96899399999998,132.190994,147.548004,29.973297,13967680
2001-03-15,144.375,153.75,141.561996,152.248001,30.928064000000003,13254144
2001-03-16,152.96899399999998,156.09399399999998,144.125,146.865997,29.834738,13108736
2001-03-19,144.75,148.438004,135.66099499999999,139.238998,28.285376,13304672
2001-03-20,138.908997,142.96899399999998,132.220001,136.442001,27.717188,10796256
2001-03-21,133.75,142.75,125.655998,139.98599199999998,28.437126,16351488
2001-03-22,139.21899399999998,139.84399399999998,132.438004,134.636993,27.350512,11325312
2001-03-23,134.688004,138.75,125.0,131.647003,26.743113,17441088
2001-03-26,129.84399399999998,135.811996,128.914001,134.940994,27.412266,10137888
2001-03-27,133.875,148.625,132.82299799999998,145.561996,29.569846999999996,20146592
2001-03-28,151.561996,153.90600600000002,146.0,147.153,29.893048999999998,14591680
2001-03-29,145.55299399999998,145.55299399999998,136.725006,137.83900500000001,28.000978000000003,15778624
2001-03-30,136.71899399999998,136.71899399999998,126.905998,127.616997,25.924456,15249472
2001-04-02,126.938004,130.28100600000002,117.407997,128.526993,26.10932,20166624
2001-04-03,126.75,130.561996,123.938004,127.32800300000001,25.865738,14423616
2001-04-04,123.438004,123.438004,119.688004,122.324997,24.849415,10385728
2001-04-06,123.438004,132.11099199999998,123.438004,125.908997,25.577488,16024224
2001-04-09,123.438004,125.469002,120.384003,124.07,25.203901000000002,7955520
2001-04-10,125.0,126.530998,114.144997,119.626999,24.30134,17636960
2001-04-11,125.469002,128.07299799999998,100.487999,100.487999,20.413399,20600320
2001-04-12,92.448402,94.90619699999999,84.409401,89.418701,18.164753,40018304
2001-04-16,88.28119699999999,96.5625,86.75,95.676598,19.435999,21945632
2001-04-17,95.976601,98.8125,91.59380300000001,95.489098,19.397903,20324000
2001-04-18,96.46880300000001,110.766998,95.59380300000001,110.766998,22.501497,21695904
2001-04-19,118.438004,128.490997,113.75,119.509003,24.27737,24795936
2001-04-20,121.094002,124.811996,115.969002,119.33000200000001,24.241011,15703072
2001-04-23,119.219002,119.609001,114.719002,116.21399699999999,23.608014999999998,10738112
2001-04-24,114.236,122.469002,111.601997,120.129997,24.403526,13849344
2001-04-25,121.905998,124.5,117.972,120.178001,24.413267,13065984
2001-04-26,120.125,124.375,113.476997,114.83000200000001,23.32687,12567840
2001-04-27,113.469002,113.469002,100.0,101.514,22.062829999999998,18463040
2001-04-30,102.5,117.459,101.938004,115.905998,25.190762,17568480
2001-05-02,121.155998,128.432999,120.0,123.289001,26.795361,21001728
2001-05-03,121.905998,122.808998,118.002998,118.83000200000001,25.826258,15840352
2001-05-04,118.20300300000001,120.530998,114.734001,119.428001,25.956221,15538432
2001-05-07,120.311996,125.778,120.311996,124.797997,27.123323,15253824
2001-05-08,124.219002,126.155998,122.219002,124.022003,26.954676,11791968
2001-05-09,125.07,128.03100600000002,119.688004,120.720001,26.237015000000003,18845824
2001-05-10,120.07800300000001,123.278,117.188004,120.606003,26.212246,16537984
2001-05-11,119.061996,122.311996,118.155998,121.511002,26.408932,12236640
2001-05-14,121.097,124.366997,118.941002,121.209,26.343303999999996,11110528
2001-05-15,121.125,122.811996,112.706001,121.95300300000001,26.505001,14955968
2001-05-16,123.094002,124.625,117.969002,119.466003,25.964485,13240640
2001-05-17,118.75,123.125,118.75,121.873001,26.487602000000003,14312320
2001-05-18,123.094002,125.219002,122.259003,123.391998,26.817753000000003,17072384
2001-05-21,124.061996,124.969002,122.969002,123.541,26.850134000000004,9660992
2001-05-22,123.405998,125.655998,123.405998,124.168999,26.986615999999998,11882112
2001-05-23,124.030998,132.65600600000002,123.627998,131.949997,28.677729,27619072
2001-05-24,131.253006,133.28100600000002,129.71899399999998,130.022003,28.258703000000004,18921536
2001-05-25,130.319,132.0,129.25,130.477997,28.357801000000002,13082016
2001-05-28,130.776993,135.244003,129.688004,133.875,29.096107,15071136
2001-05-29,134.34399399999998,135.0,131.940994,132.701996,28.841167,9407456
2001-05-30,130.625,132.39399699999998,122.085999,122.765999,26.6817,20080864
2001-05-31,117.188004,120.0,115.625,117.884003,25.620647,16768992
2001-06-01,118.280998,119.688004,116.734001,117.380997,25.511326,14152384
2001-06-04,118.125,118.435997,112.501999,113.057999,24.571776999999997,14791200
2001-06-05,112.5,120.125,111.877998,118.511002,25.756918,24208736
2001-06-06,124.844002,124.844002,118.127998,118.928001,25.847551,13512640
2001-06-07,118.125,121.844002,115.655998,120.851997,26.265721999999997,18436896
2001-06-08,121.844002,123.875,120.359001,123.209,26.777973,18413376
2001-06-11,122.438004,122.5,118.321999,118.997002,25.862556,13772064
2001-06-12,118.469002,120.188004,117.188004,119.847,26.047285000000002,13204576
2001-06-13,120.311996,121.75,118.518997,119.902,26.05924,15388384
2001-06-14,119.113998,119.655998,116.759003,118.772003,25.813654,14416928
2001-06-15,118.155998,118.155998,105.344002,106.394997,23.123659,33367328
2001-06-18,105.625,107.344002,98.073402,104.16999799999999,22.640082999999997,25167104
2001-06-19,106.25,109.0,103.780998,108.247002,23.526167,22088224
2001-06-20,107.811996,107.811996,103.28600300000001,105.119003,22.846332999999998,20666432
2001-06-21,105.469002,107.969002,104.692001,106.445,23.134525,16374560
2001-06-22,106.75,107.75,105.030998,107.259003,23.311438,14005600
2001-06-25,106.594002,106.594002,101.938004,104.162003,22.638348,26608416
2001-06-26,103.438004,115.821999,102.688004,112.18,24.380962,28811840
2001-06-27,113.405998,113.405998,107.844002,110.678001,24.054516,19253600
2001-06-28,110.375,114.219002,108.905998,112.932999,24.544603,18937152
2001-06-29,113.75,118.75,113.75,117.144997,25.460033,20310592
2001-07-02,119.061996,119.061996,110.938004,116.682999,25.359619,5174592
2001-07-03,112.5,112.625,100.0,102.92199699999999,22.368843,18366304
2001-07-04,100.75,111.25,100.75,108.379997,23.555069,18770144
2001-07-05,109.844002,111.219002,105.75,108.916,23.671561999999998,14410752
2001-07-06,107.375,116.178001,105.848,113.724998,24.716747,27920224
2001-07-09,111.530998,111.530998,107.030998,109.45300300000001,23.788282000000002,17328768
2001-07-10,112.352997,113.030998,107.061996,109.473,23.792624,23489088
2001-07-11,108.125,120.155998,107.75,117.074997,25.44482,34783776
2001-07-12,119.219002,123.344002,117.5,121.873001,26.487602000000003,30069824
